,attractor_group
bn_11,3
bn_15,2
bn_14,1
bn_6,1
bn_13,0
bn_3,3
bn_5,0
bn_8,1
bn_1,0
bn_12,4
bn_4,4
bn_9,5
bn_0,5
bn_10,0
bn_7,2
bn_2,1
