TGFbeta,CTNNB1,CDH1,CDH2,GF,NICD,miR34,p53,AKT1,TWIST1,miR203,AKT2,ZEB2,ERK,miR200,p63,p73,Apoptosis,SNAI1,SNAI2,ZEB1,DKK1,p21,CellCycleArrest,DNAdamage,ECMicroenv,EMT,SMAD,Invasion,Migration,Metastasis,VIM,model_id,timepoint
0.5539149999999994,0.39753700000000025,0.4842519999999997,0.5626349999999992,0.6903769999999975,0.4206730000000001,0.5057909999999998,0.46090799999999993,0.41625799999999974,0.6542529999999989,0.4390019999999995,0.6604359999999994,0.597492999999999,0.47623499999999974,0.45641899999999974,0.30374500000000026,0.3286760000000004,0.40561599999999987,0.5651439999999989,0.46180500000000035,0.47285199999999966,0.5780569999999989,0.619873999999998,0.626629999999999,0.5039959999999997,0.4920009999999997,0.5979259999999997,0.405443,0.40643800000000035,0.4103720000000005,0.5052230000000002,0.5711429999999986,Invasion_532,0.0
0.5584960000000004,0.2577779999999997,0.4238199999999998,0.674071000000002,0.8583210000000017,0.42783699999999947,0.49516599999999933,0.41384599999999966,0.2848669999999998,0.7276430000000017,0.38476899999999925,0.8273560000000019,0.677382000000002,0.4863329999999997,0.36480899999999944,0.10282500000000003,0.15591000000000002,0.2818199999999997,0.5545780000000002,0.47765899999999933,0.5070109999999998,0.6187300000000004,0.7083850000000008,0.7891330000000021,0.5039829999999991,0.4919799999999993,0.6869230000000014,0.27549099999999993,0.3104499999999997,0.31178899999999987,0.4140099999999999,0.6835880000000011,Invasion_532,1.0
0.542508,0.15573899999999996,0.38551700000000017,0.701754999999999,0.9225599999999986,0.3954170000000001,0.4342319999999997,0.423022,0.191683,0.7020749999999994,0.393681,0.804985999999999,0.6827379999999993,0.5570549999999995,0.34468500000000035,0.037698000000000016,0.07277200000000002,0.2641600000000001,0.5585469999999998,0.5228189999999999,0.5289789999999996,0.5748769999999996,0.727244999999999,0.8480989999999988,0.5039959999999999,0.49199100000000007,0.7496009999999985,0.27736800000000006,0.2754540000000001,0.27790600000000004,0.32877499999999993,0.7040189999999995,Invasion_532,2.0
0.5203599999999997,0.08466999999999995,0.38418,0.6896440000000001,0.9491909999999996,0.3787609999999997,0.3639849999999999,0.40519000000000005,0.11744299999999999,0.6644990000000005,0.380425,0.7773590000000002,0.6646790000000006,0.588878,0.35332899999999995,0.010464,0.04750200000000001,0.277429,0.5643110000000001,0.54084,0.5305500000000002,0.5016929999999995,0.6724459999999997,0.872937999999999,0.5040089999999998,0.4919989999999996,0.7664369999999999,0.30832000000000004,0.290325,0.271249,0.30500400000000005,0.693647,Invasion_532,3.0
0.499517,0.05558300000000001,0.394348,0.6759400000000001,0.9560120000000004,0.361831,0.3113540000000002,0.3998300000000002,0.08257300000000002,0.6368510000000001,0.3901820000000001,0.7604770000000005,0.6369529999999999,0.6071030000000001,0.3589760000000001,0.004,0.024745000000000003,0.3116060000000001,0.5702339999999997,0.5525869999999997,0.5439839999999999,0.437616,0.5972820000000004,0.9044740000000008,0.5040060000000001,0.49201200000000006,0.7495390000000001,0.31904400000000005,0.281903,0.29397499999999993,0.307807,0.6719219999999998,Invasion_532,4.0
0.49494099999999996,0.044477,0.4050089999999998,0.6287670000000003,0.9581920000000005,0.3523990000000001,0.28639000000000003,0.3875659999999999,0.056309000000000005,0.6043570000000004,0.39580699999999996,0.74185,0.6143110000000002,0.626858,0.364653,0.004,0.016890000000000002,0.33168,0.5677370000000004,0.5637490000000004,0.5685800000000004,0.407503,0.5453020000000004,0.9369860000000004,0.503992,0.49199499999999996,0.7080319999999999,0.33610399999999996,0.2844610000000001,0.28445500000000007,0.29984200000000005,0.6458840000000001,Invasion_532,5.0
0.48800099999999996,0.027437,0.41187499999999977,0.6147470000000002,0.9638700000000003,0.35024200000000016,0.2382190000000001,0.3847289999999998,0.035764000000000004,0.5905309999999999,0.38168499999999983,0.7304149999999997,0.603744,0.6113270000000002,0.3751019999999998,0.002179,0.010236000000000002,0.34637299999999993,0.567038,0.5683450000000001,0.567908,0.38401700000000016,0.49263499999999993,0.9471980000000007,0.503998,0.492002,0.6491680000000001,0.33711500000000016,0.3101530000000001,0.29177700000000006,0.28725800000000007,0.6264420000000002,Invasion_532,6.0
0.48941200000000007,0.016613000000000003,0.41679900000000014,0.592692,0.9640070000000002,0.36268700000000004,0.19416000000000003,0.3801980000000001,0.024731000000000003,0.5823890000000002,0.38248100000000007,0.7025310000000001,0.601411,0.5996189999999999,0.367,0.0,0.0066,0.35290400000000005,0.5665479999999998,0.5785410000000001,0.575914,0.373007,0.4404190000000002,0.9586190000000002,0.5040020000000002,0.4920030000000001,0.6305180000000002,0.33800800000000003,0.331602,0.30821199999999993,0.29391,0.6089600000000001,Invasion_532,7.0
0.48850299999999985,0.018776,0.419834,0.598302,0.9640030000000004,0.3708839999999998,0.15533999999999998,0.3792040000000001,0.018007,0.59094,0.378228,0.694219,0.6014029999999998,0.5815730000000001,0.35537099999999994,0.0,0.003457,0.35916599999999993,0.5803199999999998,0.5799989999999998,0.5775269999999999,0.37906999999999996,0.41257500000000014,0.9721910000000004,0.504001,0.4920019999999998,0.6226089999999999,0.34697,0.339918,0.33367500000000005,0.319342,0.6068129999999998,Invasion_532,8.0
0.48825099999999994,0.011783,0.416465,0.5939309999999999,0.9657269999999999,0.37213899999999994,0.13200800000000001,0.3678469999999999,0.00892,0.5974239999999998,0.3734969999999998,0.711065,0.6032249999999998,0.5761329999999998,0.36013899999999993,0.0,0.0,0.3762960000000001,0.5856779999999998,0.580602,0.5791869999999999,0.38577199999999984,0.419026,0.977191,0.5040000000000001,0.49200099999999997,0.6060570000000001,0.35020299999999993,0.34911,0.33619799999999994,0.34077,0.5957279999999999,Invasion_532,9.0
