,x2,x0,x1,x4,x14,x3,x11,x10,x8,x23,x9,x12,x13,x15,x17,x20,x6,x21,x24,x26,model_id,timepoint
0,0.5177809999999953,0.4889859999999923,0.511408999999993,0.326436999999998,0.5244269999999916,0.32625999999999894,0.5089849999999919,0.5050809999999927,0.5133249999999928,0.31758099999999817,0.49942299999999207,0.5802339999999929,0.506012999999994,0.4976399999999955,0.49041399999999397,0.3214589999999981,0.499420999999994,0.49879099999999293,0.4576809999999945,0.5007279999999934,bn_411,0.0
1,0.5054869999999987,0.5082699999999993,0.43856800000000007,0.11286000000000017,0.5606449999999975,0.123498,0.5086429999999987,0.5011569999999985,0.48951599999999906,0.11785899999999998,0.5015409999999987,0.5869139999999972,0.4812569999999991,0.5212739999999987,0.49433099999999963,0.11859500000000002,0.4977849999999983,0.498713999999999,0.28833500000000073,0.5036459999999986,bn_411,1.0
2,0.46842600000000045,0.4897550000000006,0.346416,0.043244000000000025,0.5664489999999994,0.04612599999999998,0.5307449999999999,0.5079520000000004,0.42758100000000016,0.04345600000000004,0.490004,0.5541540000000003,0.42425300000000005,0.5461909999999995,0.49891499999999994,0.04141100000000002,0.487329,0.5003220000000002,0.15297400000000008,0.5089480000000001,bn_411,2.0
3,0.4615499999999993,0.4757019999999994,0.2842829999999997,0.016034000000000007,0.5403269999999997,0.018551999999999992,0.5826130000000006,0.537515,0.35697499999999927,0.01807400000000001,0.4829459999999992,0.5314409999999999,0.35484899999999964,0.5533559999999993,0.48724199999999884,0.016090999999999998,0.4549279999999995,0.48327200000000003,0.07372100000000008,0.509609,bn_411,3.0
4,0.4620730000000002,0.4634340000000002,0.25311500000000003,0.007396,0.5357929999999993,0.006992000000000001,0.6451709999999992,0.5894659999999992,0.30021600000000004,0.007022999999999999,0.4717090000000003,0.5298639999999997,0.2998989999999998,0.5457779999999992,0.472022,0.006817,0.4134290000000004,0.45012000000000035,0.032450000000000014,0.5231579999999992,bn_411,4.0
5,0.4646090000000001,0.46671599999999985,0.23387000000000005,0.003078,0.5311719999999993,0.0026890000000000004,0.692847,0.6431510000000001,0.26330900000000007,0.002081,0.4691239999999998,0.5267279999999995,0.26358600000000004,0.539453999999999,0.46473900000000007,0.001279,0.35755200000000004,0.403204,0.013134,0.5314429999999997,bn_411,5.0
6,0.46821399999999996,0.46457299999999985,0.22154100000000002,0.0011330000000000001,0.5307879999999998,0.001001,0.7334730000000005,0.6917790000000001,0.23836900000000003,0.0007199999999999999,0.4653109999999999,0.5333450000000002,0.24069800000000008,0.5346610000000004,0.4683339999999997,0.00033299999999999996,0.3080389999999995,0.3516599999999997,0.005083000000000001,0.5269170000000003,bn_411,6.0
7,0.46582700000000005,0.46666099999999994,0.215688,0.000729,0.5329229999999998,0.000532,0.7565310000000001,0.7210369999999998,0.224781,0.000138,0.467324,0.5349559999999995,0.227282,0.5379180000000001,0.466246,3.5e-05,0.274559,0.31029599999999985,0.001447,0.5293639999999998,bn_411,7.0
8,0.46524999999999983,0.4654939999999998,0.212432,0.0006659999999999999,0.5332999999999999,0.000333,0.7734100000000003,0.7471750000000001,0.21783400000000003,0.0,0.46444299999999983,0.5355069999999996,0.21715299999999996,0.5362849999999996,0.4652059999999999,0.0,0.24843600000000005,0.2793489999999997,0.000391,0.5323239999999998,bn_411,8.0
9,0.46743100000000015,0.465586,0.21113400000000004,0.000634,0.5340550000000001,0.000333,0.7818920000000005,0.7680460000000002,0.21331300000000006,0.0,0.464626,0.5361740000000002,0.21392000000000005,0.5347560000000002,0.465384,0.0,0.23246700000000003,0.25081000000000003,0.000333,0.5343080000000001,bn_411,9.0
10,0.5369809999999917,0.5101039999999926,0.4935919999999933,0.30873399999999906,0.5265609999999925,0.32213499999999873,0.5065329999999927,0.5038889999999917,0.4994579999999921,0.33576299999999837,0.49254299999999235,0.567065999999992,0.5000399999999927,0.5199069999999928,0.49242799999999165,0.3111949999999984,0.5009379999999923,0.5005289999999921,0.45131899999999336,0.5146339999999928,bn_361,0.0
11,0.5090909999999984,0.5152719999999991,0.42536799999999875,0.11424999999999981,0.5599189999999991,0.12084199999999982,0.5128389999999983,0.5025749999999978,0.46673799999999777,0.12699000000000002,0.5110389999999979,0.5858179999999982,0.4722759999999983,0.5355510000000006,0.5027129999999993,0.11957700000000002,0.5016349999999985,0.49730699999999833,0.2855759999999997,0.5120759999999978,bn_361,1.0
12,0.46721999999999986,0.4906069999999999,0.35520499999999994,0.042724000000000026,0.5591509999999985,0.044064,0.5413919999999988,0.5185279999999997,0.40883199999999975,0.044443999999999984,0.5123409999999986,0.5482159999999993,0.42029599999999984,0.5512469999999979,0.49887799999999966,0.04648800000000003,0.4832799999999995,0.49490899999999916,0.1474630000000002,0.4966839999999993,bn_361,2.0
13,0.4519119999999997,0.46407199999999993,0.3019159999999999,0.016010000000000007,0.5436920000000001,0.017052999999999995,0.5906449999999999,0.5503589999999997,0.35330599999999984,0.017365999999999996,0.48535999999999985,0.5294010000000001,0.35534099999999974,0.5448379999999998,0.4801450000000001,0.016266000000000006,0.44688699999999987,0.4786159999999996,0.06811799999999997,0.5000679999999996,bn_361,3.0
14,0.4588230000000002,0.45748999999999995,0.26385399999999987,0.006722,0.5385099999999988,0.008185000000000001,0.6413849999999992,0.5989969999999991,0.30497599999999986,0.008171,0.4664380000000001,0.5335199999999989,0.30464199999999964,0.5466519999999997,0.4651260000000002,0.005999999999999998,0.4019739999999995,0.4414789999999998,0.03219000000000002,0.5180370000000004,bn_361,4.0
15,0.4626060000000003,0.46001000000000003,0.24092800000000003,0.002893,0.5445810000000002,0.002234,0.6877280000000002,0.6434980000000001,0.27197200000000016,0.004498,0.4648770000000001,0.5345329999999999,0.27016500000000016,0.5432229999999999,0.46362400000000026,0.0022530000000000002,0.3520910000000002,0.40030500000000063,0.015094000000000002,0.526546,bn_361,5.0
16,0.45991999999999983,0.460223,0.22785400000000003,0.0005949999999999999,0.5429390000000001,0.000769,0.7223649999999997,0.6824659999999999,0.24803799999999998,0.001461,0.4628570000000001,0.5340480000000004,0.24619499999999991,0.5459800000000002,0.46265100000000015,0.00098,0.310815,0.3504039999999998,0.004758999999999999,0.532435,bn_361,6.0
17,0.461784,0.4612959999999999,0.221189,1e-06,0.5391010000000002,0.000347,0.7475419999999999,0.7195349999999997,0.22965400000000005,0.0,0.4637099999999998,0.5376179999999998,0.23183200000000004,0.5430480000000002,0.4622949999999999,0.000164,0.2806439999999999,0.3148540000000001,0.0022010000000000003,0.5343850000000003,bn_361,7.0
18,0.46352899999999986,0.46052699999999974,0.21966899999999998,0.0,0.5389439999999996,0.000293,0.7671279999999996,0.743529,0.222839,0.0,0.46199299999999993,0.5361829999999992,0.22332700000000003,0.5400569999999996,0.461642,0.0,0.25784500000000016,0.28488700000000006,0.0014219999999999999,0.5383239999999995,bn_361,8.0
19,0.46426200000000006,0.4646020000000001,0.218563,0.0,0.5373510000000001,0.0,0.7748310000000002,0.7596990000000001,0.22089599999999998,0.0,0.46440699999999996,0.5342210000000001,0.22112300000000001,0.5379280000000002,0.463851,0.0,0.24112099999999995,0.25943100000000013,0.000335,0.5388869999999999,bn_361,9.0
20,0.5156549999999908,0.5071869999999931,0.5252909999999879,0.30766499999999963,0.5228759999999902,0.30465800000000054,0.5012849999999932,0.5143569999999916,0.4977309999999943,0.3204150000000003,0.491802999999993,0.5646289999999902,0.5011569999999935,0.5021049999999926,0.49865799999999316,0.32157699999999984,0.5022399999999934,0.498037999999995,0.31441300000000055,0.5117169999999907,bn_60,0.0
21,0.49834799999999885,0.506922999999999,0.4814209999999995,0.11484200000000011,0.560660999999998,0.11575999999999981,0.5023849999999984,0.5108539999999995,0.49993999999999983,0.12099299999999988,0.4989500000000002,0.5872959999999968,0.5014040000000001,0.5283879999999986,0.49992499999999895,0.11816399999999978,0.4974989999999997,0.49527599999999933,0.11366499999999985,0.503613999999999,bn_60,1.0
22,0.4683509999999997,0.4954359999999995,0.40659700000000015,0.044028000000000005,0.5594199999999993,0.04505,0.5157159999999988,0.5049089999999989,0.45868799999999993,0.04149199999999998,0.5013099999999991,0.5460909999999992,0.4536860000000001,0.545937999999999,0.4976879999999993,0.04229099999999998,0.4942709999999993,0.4955689999999995,0.04448699999999996,0.4971369999999994,bn_60,2.0
23,0.46464599999999934,0.4752839999999995,0.33427,0.015552000000000002,0.5414659999999994,0.016819999999999998,0.5520239999999986,0.5243299999999993,0.39292199999999994,0.016022,0.490787,0.5221289999999994,0.39542000000000016,0.5465879999999992,0.48872199999999966,0.014644999999999995,0.4781339999999998,0.4876249999999998,0.016680000000000007,0.5056759999999991,bn_60,3.0
24,0.47070600000000057,0.4695920000000002,0.2866350000000001,0.0064220000000000015,0.5249719999999994,0.007389999999999999,0.6081420000000005,0.5652719999999997,0.33455700000000005,0.005622000000000001,0.47725999999999996,0.5206640000000001,0.33808,0.5374919999999997,0.479217,0.005426,0.4369339999999997,0.46440799999999977,0.006538,0.512218,bn_60,4.0
25,0.476613,0.47431399999999974,0.25869400000000026,0.0022170000000000002,0.5200419999999996,0.003057,0.6602269999999997,0.6094310000000003,0.2960390000000002,0.002468,0.4717869999999996,0.5212289999999995,0.2924440000000003,0.5316849999999996,0.4738559999999995,0.002079,0.38896199999999986,0.42902700000000005,0.0025690000000000005,0.5181519999999998,bn_60,5.0
26,0.4790640000000002,0.47944700000000035,0.24077400000000002,0.00036,0.5208009999999998,0.001675,0.6968069999999995,0.6525419999999991,0.2667360000000001,0.00135,0.47861000000000004,0.5242929999999999,0.2656520000000001,0.5247929999999996,0.47479000000000016,0.000967,0.3447660000000004,0.3901460000000002,0.000498,0.5220629999999994,bn_60,6.0
27,0.47831399999999996,0.48186299999999965,0.23294900000000004,5.9e-05,0.5237529999999998,0.000439,0.7302730000000005,0.6923120000000001,0.24510300000000007,0.0009010000000000001,0.47912299999999997,0.5223140000000003,0.24593900000000007,0.5225129999999997,0.4811299999999999,0.000489,0.3056599999999998,0.3489089999999997,0.000294,0.5205370000000002,bn_60,7.0
28,0.47811400000000004,0.4808299999999999,0.23096999999999995,0.0,0.5238469999999996,0.0,0.7496119999999997,0.7250419999999996,0.23646199999999992,0.000333,0.47810399999999986,0.5236249999999999,0.23732799999999993,0.5239459999999998,0.4818449999999997,0.0,0.27508699999999986,0.310481,0.0,0.518865,bn_60,8.0
29,0.47847200000000006,0.47852400000000006,0.22958100000000006,0.0,0.5207280000000001,0.0,0.7600960000000003,0.7436850000000002,0.23179300000000005,0.000295,0.48114699999999994,0.520739,0.23323600000000005,0.523305,0.48081100000000004,0.0,0.2527019999999999,0.28028200000000003,0.0,0.516343,bn_60,9.0
30,0.5206989999999921,0.5038239999999911,0.44275799999999377,0.3055589999999997,0.5177709999999931,0.3122249999999988,0.5028799999999928,0.5089209999999929,0.478458999999993,0.3116879999999995,0.5086909999999928,0.5616369999999901,0.47760799999999237,0.5154589999999933,0.49660799999999305,0.3041700000000005,0.5096769999999944,0.5011209999999935,0.44749899999999376,0.5026679999999933,bn_109,0.0
31,0.5018399999999995,0.5169359999999983,0.32005500000000003,0.10390200000000006,0.5560639999999984,0.11947300000000029,0.5316989999999985,0.5100879999999988,0.4029970000000003,0.11846200000000015,0.5061979999999986,0.5772369999999968,0.4075119999999994,0.5335909999999987,0.5064569999999976,0.11067700000000012,0.4882269999999983,0.4925409999999985,0.2787300000000006,0.5009389999999994,bn_109,1.0
32,0.47633499999999995,0.49838300000000013,0.24172100000000046,0.03771300000000001,0.5529559999999991,0.04489800000000002,0.6049309999999988,0.55843,0.31830800000000015,0.04359100000000003,0.5111800000000002,0.5436469999999991,0.3203280000000003,0.5469159999999988,0.495252,0.04117699999999999,0.45611999999999986,0.47861499999999985,0.14825900000000014,0.5037059999999999,bn_109,2.0
33,0.4624050000000002,0.4793090000000002,0.19353000000000006,0.011983999999999996,0.5351960000000002,0.015978,0.6766239999999993,0.6203789999999998,0.2521559999999999,0.017318999999999994,0.4985429999999999,0.5182879999999999,0.25063899999999995,0.543098,0.48012299999999997,0.016420999999999995,0.39136200000000027,0.4387800000000006,0.071746,0.5109199999999997,bn_109,3.0
34,0.46820500000000015,0.46864799999999956,0.17245300000000005,0.004167,0.5197090000000001,0.006555000000000001,0.7380529999999998,0.6827269999999992,0.2078380000000001,0.005731,0.4839459999999996,0.51275,0.20290399999999997,0.5343979999999998,0.47353999999999974,0.005885,0.32646499999999956,0.3811109999999992,0.032168,0.5157470000000001,bn_109,4.0
35,0.47574900000000037,0.4694650000000004,0.16101699999999997,0.0017410000000000001,0.5173710000000004,0.0031630000000000004,0.7814669999999999,0.7332290000000001,0.18316200000000007,0.001999,0.47052900000000014,0.5215550000000001,0.177893,0.525234,0.4692540000000004,0.001973,0.2666160000000001,0.3203779999999999,0.012938000000000003,0.5211219999999999,bn_109,5.0
