,Myc,Bclaf1,CDK46CycD,Junb,CIPKIP,Gata2,Ikzf1,Spi1,Cebpa,Egr1,Gata1,Klf1,Fli1,Zfpm1,Tal1,model_id,timepoint
0,0.4020329999999975,0.47924299999999664,0.4284879999999964,0.5559699999999947,0.5116269999999961,0.4345089999999969,0.4769829999999962,0.4058249999999977,0.446870999999996,0.4083879999999966,0.5881239999999947,0.39982099999999654,0.5656129999999938,0.5154959999999961,0.4542949999999961,bn168,0.0
1,0.2595710000000001,0.3733239999999995,0.32979999999999976,0.5509969999999976,0.5450549999999987,0.30360699999999974,0.4048629999999996,0.2806019999999998,0.3100169999999992,0.3029459999999997,0.7176659999999964,0.25131300000000006,0.6705269999999968,0.6133879999999988,0.5052839999999995,bn168,1.0
2,0.16023800000000035,0.26509499999999997,0.24459100000000014,0.45882899999999965,0.5171360000000003,0.20050200000000012,0.30505999999999944,0.19604299999999997,0.20843300000000015,0.22443700000000028,0.7827459999999985,0.17274900000000035,0.7181069999999995,0.7025149999999992,0.6154129999999993,bn168,2.0
3,0.099208,0.1715939999999999,0.16355299999999995,0.33881799999999984,0.4372969999999997,0.13279600000000008,0.20985100000000015,0.1480709999999999,0.14247500000000005,0.15717099999999998,0.8142979999999995,0.12928800000000001,0.7352649999999995,0.7649919999999995,0.7038649999999999,bn168,3.0
4,0.060556,0.11251299999999999,0.10626299999999998,0.24263500000000005,0.33604899999999976,0.08917599999999999,0.14155100000000007,0.11993800000000004,0.10360400000000003,0.102881,0.8309759999999997,0.11217599999999997,0.7404589999999999,0.8020299999999997,0.7610749999999998,bn168,4.0
5,0.034541999999999996,0.06932400000000001,0.06874600000000002,0.16786200000000004,0.24980100000000005,0.062402,0.09876799999999998,0.10580800000000003,0.08510400000000004,0.061999,0.8393109999999998,0.10504400000000003,0.7417620000000001,0.8245389999999998,0.7995829999999997,bn168,5.0
6,0.020494999999999996,0.04239400000000003,0.04461700000000002,0.10380399999999998,0.17525500000000005,0.047123000000000005,0.07010900000000002,0.096569,0.07342499999999999,0.03664,0.8417390000000003,0.10204200000000001,0.7419930000000005,0.8352290000000003,0.8201180000000002,bn168,6.0
7,0.011179999999999999,0.024187,0.024232,0.063434,0.11429799999999998,0.03802400000000001,0.051634000000000006,0.09155600000000001,0.06575600000000001,0.022128,0.843284,0.101479,0.742368,0.839806,0.832608,bn168,7.0
8,0.006111999999999999,0.013764000000000002,0.014969000000000001,0.039263,0.072091,0.033440000000000004,0.039853000000000006,0.089615,0.06209100000000001,0.011871,0.8433710000000002,0.101226,0.7424080000000001,0.8422450000000001,0.838187,bn168,8.0
9,0.0036279999999999997,0.007592999999999999,0.007916999999999999,0.024469999999999995,0.045509,0.031224000000000002,0.034334,0.08902399999999999,0.060131,0.006406,0.8435879999999999,0.1012,0.7427229999999999,0.8429329999999998,0.8414679999999999,bn168,9.0
10,0.002104,0.004431999999999999,0.004170999999999999,0.014887,0.028212999999999995,0.030171,0.032003000000000004,0.088417,0.05902399999999999,0.0036040000000000004,0.8436,0.100968,0.7428,0.843409,0.8428089999999999,bn168,10.0
11,0.001082,0.0024230000000000002,0.002676,0.008020000000000001,0.017279,0.03,0.030925,0.088354,0.0586,0.0014490000000000002,0.8436,0.1008,0.7428,0.8436,0.843226,bn168,11.0
12,0.0007599999999999999,0.001048,0.001881,0.004789,0.009556,0.0299,0.029966,0.0882,0.0586,0.000349,0.843599,0.1008,0.742799,0.843599,0.843399,bn168,12.0
13,0.000366,0.0009249999999999999,0.001252,0.002627,0.005965000000000001,0.0298,0.0298,0.0882,0.0586,0.000179,0.843598,0.1008,0.742798,0.843598,0.843464,bn168,13.0
14,0.0002,0.0005189999999999999,0.0006580000000000001,0.000992,0.0036550000000000003,0.0298,0.0298,0.0882,0.058447,0.0,0.8436009999999998,0.1008,0.7428009999999998,0.8436009999999998,0.8436009999999998,bn168,14.0
