,TF1,G1,G2,G3,TF2,G4,G5,G6,TF6,G7,G8,G9,TF3,TF4,TF5,TF7,model_id,timepoint
0,0.6059619999999963,0.5276879999999983,0.538691999999997,0.5267539999999962,0.39359699999999853,0.4728229999999971,0.48226699999999656,0.47256199999999604,0.5559649999999982,0.5041049999999959,0.5078659999999962,0.5309109999999978,0.4891449999999961,0.48651199999999584,0.4822629999999962,0.3202059999999991,bn3,0.0
1,0.7883869999999998,0.6593630000000003,0.6523110000000001,0.6499710000000006,0.2061250000000004,0.3441219999999996,0.35502799999999973,0.3494789999999994,0.7191149999999993,0.5872469999999997,0.5915479999999989,0.6079879999999996,0.48332199999999925,0.4604999999999995,0.40811399999999987,0.11649700000000009,bn3,1.0
2,0.8867389999999991,0.7855279999999997,0.7748949999999991,0.7781929999999988,0.09832899999999987,0.2129830000000002,0.21729200000000023,0.21749100000000035,0.851997999999999,0.7244789999999998,0.7278630000000003,0.729115,0.44057299999999977,0.3771449999999998,0.27900600000000014,0.04276600000000004,bn3,2.0
3,0.9405990000000003,0.8659240000000006,0.8673240000000003,0.8678000000000008,0.04442300000000001,0.12318399999999999,0.11745099999999999,0.123795,0.9269360000000001,0.8345010000000002,0.8423710000000005,0.8310470000000008,0.36202000000000023,0.27295200000000003,0.16155400000000014,0.015278,bn3,3.0
4,0.9726829999999991,0.9243059999999989,0.9248119999999996,0.9244149999999988,0.020332000000000003,0.06354299999999997,0.05997300000000002,0.06382799999999998,0.9717799999999991,0.9097799999999995,0.9118569999999997,0.911615999999999,0.270316,0.17711600000000005,0.08221399999999995,0.005610000000000001,bn3,4.0
5,0.9852570000000004,0.9612909999999999,0.9564090000000005,0.9588660000000001,0.008296,0.03203399999999999,0.028764999999999992,0.029080000000000005,0.9892130000000003,0.9561360000000001,0.9549470000000003,0.9574330000000003,0.180893,0.10363699999999998,0.03920700000000002,0.002155,bn3,5.0
6,0.991645,0.9820800000000001,0.976871,0.9789730000000001,0.0032450000000000005,0.014581,0.011567999999999997,0.012262999999999998,0.9950910000000001,0.98071,0.9786449999999998,0.9817399999999997,0.11192700000000001,0.05534999999999999,0.017033999999999997,0.001192,bn3,6.0
7,0.995839,0.98909,0.9891139999999999,0.990063,0.0008680000000000001,0.0063479999999999995,0.004787,0.004432,0.997035,0.9903400000000001,0.989113,0.990831,0.062662,0.025411000000000003,0.008573,0.000412,bn3,7.0
8,0.997801,0.993506,0.993486,0.9948400000000001,3.3e-05,0.003423,0.0019760000000000003,0.0010869999999999999,0.998395,0.99641,0.9944529999999999,0.995728,0.033192,0.013521000000000002,0.005218,0.000333,bn3,8.0
9,0.9985149999999999,0.9968529999999999,0.9961579999999999,0.996474,0.0,0.0024599999999999995,0.0005729999999999999,0.000501,0.999153,0.997522,0.9971150000000001,0.998499,0.015806000000000004,0.00617,0.0026739999999999997,4.5e-05,bn3,9.0
10,0.40279299999999746,0.469139999999998,0.46813799999999606,0.46985599999999667,0.41576799999999714,0.4778049999999966,0.46792999999999635,0.48374799999999574,0.5483109999999963,0.504344999999997,0.5167019999999971,0.5031409999999962,0.512448999999998,0.48346699999999687,0.4894289999999964,0.3152709999999995,bn4,0.0
11,0.31800599999999957,0.3911209999999992,0.3794449999999991,0.39494299999999866,0.32379399999999897,0.4032039999999998,0.40173399999999926,0.4045859999999993,0.722227999999999,0.594757,0.6063009999999986,0.5994020000000001,0.49409799999999937,0.4591369999999993,0.4045889999999986,0.1139379999999999,bn4,1.0
12,0.26838199999999995,0.326088,0.31902400000000025,0.3236170000000006,0.2705280000000006,0.3312800000000004,0.337399000000001,0.3267030000000006,0.853113999999999,0.7256709999999984,0.734680999999999,0.7292619999999986,0.43496500000000066,0.3816440000000007,0.2776520000000003,0.04264499999999998,bn4,2.0
13,0.22923199999999985,0.27375599999999983,0.272202,0.2721820000000001,0.227478,0.27576,0.274392,0.26852399999999993,0.9261709999999997,0.8360279999999997,0.8404420000000004,0.8366419999999994,0.36234200000000005,0.2760299999999999,0.16812499999999975,0.015309000000000007,bn4,3.0
14,0.185926,0.23278400000000005,0.22895800000000008,0.22775500000000004,0.18403799999999992,0.22548199999999996,0.23197599999999996,0.224594,0.9647699999999997,0.9090339999999997,0.9140169999999997,0.9121619999999999,0.273467,0.17459099999999986,0.08909599999999998,0.0072099999999999985,bn4,4.0
15,0.13716099999999998,0.18420900000000004,0.18738000000000005,0.18078400000000006,0.14005199999999998,0.18581100000000006,0.18484599999999998,0.18356599999999995,0.9831920000000003,0.9500250000000003,0.9532380000000003,0.9538250000000005,0.18261799999999997,0.10283299999999997,0.04791499999999999,0.004106,bn4,5.0
16,0.098315,0.142882,0.13961000000000004,0.14015800000000003,0.096522,0.139098,0.139342,0.13837000000000002,0.9924699999999999,0.9764179999999997,0.975535,0.976733,0.11552299999999995,0.06004100000000001,0.023293000000000008,0.00186,bn4,6.0
17,0.06365199999999997,0.106863,0.09718399999999996,0.101557,0.06292700000000001,0.09680000000000001,0.09888800000000003,0.09869400000000003,0.99677,0.9876699999999999,0.9889730000000001,0.989266,0.072142,0.030854999999999997,0.009915999999999998,0.000918,bn4,7.0
18,0.041302,0.07501199999999998,0.066713,0.066256,0.040355,0.06383899999999999,0.06656100000000001,0.06766299999999999,0.9987239999999997,0.9935449999999998,0.9948629999999998,0.9950239999999998,0.04257399999999999,0.01793,0.005002,0.0,bn4,8.0
19,0.025067000000000002,0.04989,0.044036,0.043911000000000006,0.022353000000000005,0.04050199999999999,0.040589999999999994,0.043886999999999995,0.9996649999999998,0.9964109999999997,0.9976679999999997,0.9977909999999998,0.024091000000000005,0.009145999999999998,0.0022200000000000006,0.0,bn4,9.0
20,0.6290759999999941,0.5312619999999953,0.5476499999999964,0.5615379999999955,0.3789159999999983,0.4604479999999956,0.47432699999999794,0.46407299999999596,0.45074699999999657,0.49284599999999584,0.48451699999999576,0.4934099999999967,0.5022449999999955,0.4968799999999961,0.5036199999999971,0.6696359999999968,bn7,0.0
21,0.7993349999999982,0.658754999999999,0.6682169999999985,0.6817779999999987,0.197278,0.3351659999999993,0.3432819999999983,0.3431669999999997,0.28474,0.40883699999999973,0.4101129999999997,0.401604999999999,0.5018989999999995,0.5284059999999985,0.5851149999999993,0.874109999999998,bn7,1.0
22,0.8971600000000006,0.7921419999999998,0.7894640000000003,0.7978479999999998,0.09948300000000007,0.20796700000000032,0.2115150000000003,0.20727900000000027,0.14946400000000012,0.27630900000000014,0.2823510000000001,0.2769170000000002,0.546925,0.6165360000000003,0.7135829999999995,0.9513319999999997,bn7,2.0
23,0.9523520000000003,0.8818729999999998,0.8725960000000001,0.8817699999999997,0.05145900000000003,0.11697100000000002,0.12348100000000004,0.12412099999999994,0.06849500000000003,0.16626899999999997,0.16568399999999986,0.16158699999999995,0.6303239999999998,0.72328,0.8284109999999998,0.9822720000000001,bn7,3.0
