Stat3,Aldh1L1,Mash1,Brn2,Hes5,Olig2,Myt1L,Scl,Pax6,Sox8,Zic1,Tuj1,model_id,timepoint
0.17623000000000005,0.24757600000000002,0.6732729999999999,0.3423579999999999,0.27134100000000005,0.495996,0.5013059999999998,0.50233,0.502998,0.493218,0.6170009999999997,0.5948999999999997,bn_1118,2.0
0.15344800000000006,0.18610500000000002,0.712693,0.3503840000000001,0.260098,0.4960040000000001,0.4937290000000001,0.503644,0.503004,0.4933640000000001,0.670162,0.6311619999999999,bn_1118,3.0
0.14103599999999997,0.15711699999999998,0.7326130000000001,0.358513,0.25593699999999997,0.49599899999999997,0.4943199999999999,0.5040000000000001,0.5029999999999999,0.49659699999999996,0.707173,0.659288,bn_1118,4.0
0.137995,0.141711,0.7394090000000002,0.36148300000000005,0.254757,0.4959990000000001,0.49507700000000004,0.5040020000000001,0.5030020000000001,0.4959820000000001,0.7254180000000003,0.691964,bn_1118,5.0
0.137,0.137524,0.7419989999999999,0.365784,0.25327700000000003,0.4959990000000001,0.4970460000000001,0.504,0.503,0.4959990000000001,0.7342509999999999,0.7149179999999999,bn_1118,6.0
0.13638899999999998,0.136595,0.744113,0.36689,0.252999,0.4959989999999999,0.4969989999999999,0.504,0.502999,0.4959989999999999,0.7388910000000001,0.727643,bn_1118,7.0
0.136,0.13620400000000002,0.745888,0.368,0.253,0.496,0.497,0.504,0.503,0.496,0.742897,0.735074,bn_1118,8.0
0.136,0.136,0.746001,0.368001,0.253,0.496,0.496081,0.504001,0.503,0.496,0.745001,0.740935,bn_1118,9.0
0.136,0.136,0.7467769999999999,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.745,0.743254,bn_1118,10.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.746675,0.744511,bn_1118,11.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.7467119999999999,bn_1118,12.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,13.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,14.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,15.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,16.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,17.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,18.0
0.136,0.136,0.747,0.368,0.253,0.496,0.496,0.504,0.503,0.496,0.747,0.747,bn_1118,19.0
0.3956330000000004,0.47795100000000007,0.40344099999999994,0.39857099999999984,0.4133190000000001,0.5011259999999998,0.5148829999999998,0.4993290000000001,0.495993,0.49917499999999954,0.4702289999999999,0.4774269999999999,bn_1004,0.0
0.26338599999999995,0.3717019999999996,0.29983400000000004,0.2591600000000001,0.30007699999999965,0.49922799999999967,0.5111039999999996,0.5018489999999997,0.49599799999999966,0.49910599999999966,0.3796619999999996,0.3795139999999996,bn_1004,1.0
0.18681199999999995,0.26950900000000005,0.26622199999999996,0.18940200000000001,0.265805,0.502446,0.509864,0.5001900000000001,0.49599899999999997,0.500216,0.31093399999999993,0.2744380000000002,bn_1004,2.0
0.13996799999999995,0.199638,0.254342,0.16116200000000003,0.25524199999999997,0.5020009999999999,0.501285,0.49869699999999995,0.49599899999999997,0.5010539999999999,0.2723709999999999,0.20631400000000003,bn_1004,3.0
0.12580499999999997,0.15985599999999997,0.25244599999999995,0.14552900000000002,0.2514,0.5020020000000001,0.5017640000000001,0.498002,0.4960029999999999,0.500281,0.257768,0.169969,bn_1004,4.0
0.121257,0.14136800000000002,0.2507,0.13673899999999997,0.24841500000000002,0.502001,0.50207,0.497998,0.496,0.500669,0.253513,0.152638,bn_1004,5.0
0.120535,0.133591,0.24999999999999997,0.134,0.247525,0.502,0.502,0.497999,0.496,0.5010049999999999,0.251635,0.142452,bn_1004,6.0
0.11845,0.125274,0.24921300000000002,0.13378500000000002,0.24700000000000003,0.502001,0.502001,0.497999,0.49600000000000005,0.502001,0.250322,0.137651,bn_1004,7.0
0.117,0.120357,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249429,0.135374,bn_1004,8.0
0.117,0.118664,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132772,bn_1004,9.0
0.117,0.117633,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,10.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,11.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,12.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,13.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,14.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,15.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,16.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,17.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,18.0
0.117,0.117,0.249,0.132,0.247,0.502,0.502,0.498,0.496,0.502,0.249,0.132,bn_1004,19.0
0.39572999999999997,0.45800599999999997,0.48823700000000014,0.42165900000000023,0.48580900000000016,0.4027709999999998,0.7004449999999993,0.5319359999999996,0.4750069999999999,0.4679470000000002,0.4867530000000002,0.455868,bn_60,0.0
0.301795,0.3753279999999998,0.5044899999999998,0.40042699999999976,0.48992399999999975,0.3154109999999997,0.8848140000000011,0.615288,0.4749979999999998,0.38978599999999974,0.4988909999999998,0.4049899999999997,bn_60,1.0
0.27079499999999995,0.3218089999999999,0.5101689999999999,0.42868199999999995,0.4901790000000001,0.268829,0.9592109999999999,0.679322,0.474998,0.3237919999999999,0.5025729999999999,0.416417,bn_60,2.0
0.257623,0.27963,0.509997,0.465379,0.49000299999999997,0.248214,0.983271,0.722761,0.47500000000000003,0.28528299999999995,0.5124510000000001,0.434906,bn_60,3.0
0.25407399999999997,0.258142,0.510002,0.490739,0.489997,0.240836,0.9911260000000002,0.7430780000000001,0.4749999999999999,0.2609629999999999,0.5122900000000001,0.4616179999999999,bn_60,4.0
0.25481899999999996,0.25309699999999996,0.509999,0.5006619999999999,0.4900010000000001,0.238184,0.9954470000000001,0.7534080000000001,0.47500000000000003,0.247422,0.511469,0.485292,bn_60,5.0
0.254613,0.252578,0.5100020000000001,0.507951,0.49,0.238,0.9980850000000001,0.7595549999999999,0.47500099999999995,0.240579,0.5110020000000001,0.49613300000000005,bn_60,6.0
0.253,0.253449,0.5099999999999999,0.5096719999999999,0.4900000000000001,0.237163,0.999,0.7620049999999999,0.47500000000000003,0.23735099999999998,0.511,0.5046619999999999,bn_60,7.0
0.253,0.253664,0.51,0.51,0.49,0.237,0.999,0.763,0.475,0.237,0.511,0.508637,bn_60,8.0
0.253,0.253,0.51,0.51,0.49,0.237,0.99973,0.763,0.475,0.237,0.511,0.509907,bn_60,9.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51046,0.51,bn_60,10.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,11.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,12.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,13.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,14.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,15.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,16.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,17.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,18.0
0.253,0.253,0.51,0.51,0.49,0.237,1.0,0.763,0.475,0.237,0.51,0.51,bn_60,19.0
0.40450799999999976,0.4664969999999999,0.4027139999999997,0.40721900000000016,0.5248059999999997,0.4972199999999994,0.6676479999999996,0.4994430000000002,0.5110019999999993,0.5067820000000001,0.45768399999999976,0.4878560000000003,bn_1065,0.0
0.3343650000000003,0.39345000000000024,0.3144700000000001,0.26291500000000007,0.6053489999999995,0.49318400000000023,0.8721849999999997,0.5073740000000002,0.5109990000000002,0.5168270000000003,0.38468100000000044,0.4430840000000003,bn_1065,1.0
0.3349829999999999,0.3542889999999999,0.2776040000000001,0.19168299999999994,0.6749529999999998,0.490435,0.950078,0.5069249999999997,0.5110069999999999,0.503106,0.3282800000000001,0.3840659999999999,bn_1065,2.0
0.34772500000000006,0.349341,0.26792200000000005,0.15842400000000006,0.7106769999999999,0.49100099999999997,0.9814899999999998,0.5089980000000002,0.5110020000000001,0.49600399999999994,0.2885799999999999,0.33553599999999995,bn_1065,3.0
0.362686,0.36163199999999995,0.262425,0.140551,0.7262099999999998,0.49099900000000013,0.9910859999999997,0.5089999999999999,0.511001,0.4930790000000001,0.2747290000000001,0.3003430000000001,bn_1065,4.0
0.369038,0.35844200000000004,0.258069,0.134238,0.734875,0.4910009999999999,0.9966160000000002,0.5089990000000002,0.5109999999999999,0.491714,0.2660239999999999,0.280967,bn_1065,5.0
0.375321,0.364779,0.25800000000000006,0.130563,0.7402039999999998,0.49100000000000005,1.000001,0.5090009999999999,0.5110009999999999,0.49004300000000006,0.261429,0.26615600000000006,bn_1065,6.0
0.379941,0.373337,0.25724600000000003,0.129132,0.7426359999999999,0.4910000000000001,0.9999999999999998,0.5089999999999999,0.511,0.4900000000000001,0.2599430000000001,0.26047700000000007,bn_1065,7.0
0.381,0.379781,0.257,0.128,0.7430000000000001,0.491,1.0,0.509,0.511,0.49004100000000006,0.258829,0.25917100000000004,bn_1065,8.0
0.381083,0.381195,0.257,0.127526,0.743,0.491,1.0,0.509,0.511,0.491,0.257065,0.258178,bn_1065,9.0
0.382,0.381099,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.258,bn_1065,10.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.25793,bn_1065,11.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,12.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,13.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,14.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,15.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,16.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,17.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,18.0
0.382,0.382,0.257,0.127,0.743,0.491,1.0,0.509,0.511,0.491,0.257,0.257,bn_1065,19.0
0.3905759999999994,0.4648250000000002,0.4197319999999995,0.41170000000000007,0.5037410000000002,0.3935999999999995,0.47622299999999995,0.5200079999999999,0.4889949999999999,0.4741239999999997,0.455443,0.44742899999999997,bn_109,0.0
0.32288900000000004,0.3889789999999998,0.3276619999999999,0.324793,0.5848619999999993,0.3147580000000001,0.38836000000000015,0.6121019999999994,0.4889949999999999,0.38093800000000005,0.3921559999999999,0.3327300000000002,bn_109,1.0
0.346298,0.35831800000000025,0.29010299999999994,0.2951280000000001,0.6563599999999999,0.2897270000000001,0.326546,0.6688820000000004,0.488999,0.32477200000000006,0.3386970000000001,0.28080499999999986,bn_109,2.0
0.3900600000000001,0.36878099999999997,0.27109000000000005,0.27664399999999995,0.6982070000000001,0.2820549999999999,0.30126199999999986,0.6951049999999999,0.48899800000000004,0.30108699999999994,0.3067040000000001,0.25734799999999997,bn_109,3.0
0.42079099999999997,0.39899699999999994,0.264455,0.2645769999999999,0.7194429999999999,0.27615799999999996,0.2854,0.712331,0.489002,0.2815289999999999,0.28772999999999993,0.2537879999999999,bn_109,4.0
0.443062,0.425217,0.262368,0.263946,0.7344059999999999,0.27465199999999995,0.277469,0.7205050000000001,0.489001,0.2754020000000001,0.275827,0.257467,bn_109,5.0
0.45655699999999994,0.44576799999999994,0.26199999999999996,0.26400999999999997,0.7370240000000001,0.273999,0.276206,0.7231050000000002,0.48900000000000005,0.27524499999999996,0.2682360000000001,0.25983999999999996,bn_109,6.0
0.461298,0.45336699999999996,0.261611,0.262557,0.7379990000000001,0.274,0.275,0.7239990000000001,0.48900000000000005,0.27550800000000003,0.26608,0.259406,bn_109,7.0
0.4628339999999999,0.458459,0.26,0.26173500000000005,0.738482,0.274,0.274426,0.724,0.489,0.275145,0.26329800000000003,0.261506,bn_109,8.0
0.46499999999999997,0.46190400000000004,0.26,0.260593,0.739,0.274,0.274,0.7240230000000001,0.489,0.27429200000000004,0.262368,0.260588,bn_109,9.0
0.465644,0.46468000000000004,0.26,0.26,0.739943,0.274,0.274,0.7252350000000001,0.489,0.274,0.261515,0.25907199999999997,bn_109,10.0
0.46599999999999997,0.46499999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.261,0.259444,bn_109,11.0
0.465999,0.465984,0.26,0.26,0.739999,0.274,0.274,0.7259990000000001,0.489,0.274,0.260075,0.26,bn_109,12.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,13.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,14.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,15.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,16.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,17.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,18.0
0.46599999999999997,0.46599999999999997,0.26,0.26,0.74,0.274,0.274,0.726,0.489,0.274,0.26,0.26,bn_109,19.0
0.3858319999999998,0.4586560000000001,0.5162500000000004,0.48254899999999995,0.42549500000000007,0.49890300000000065,0.31059500000000023,0.494218,0.4879910000000005,0.49499900000000013,0.5157150000000003,0.5307789999999999,bn_975,0.0
0.259658,0.3522100000000001,0.5967040000000008,0.52124,0.32205500000000004,0.509743,0.12460200000000005,0.4938090000000006,0.4880080000000004,0.4977940000000003,0.5550870000000008,0.4982540000000003,bn_975,1.0
0.19969099999999998,0.2709069999999999,0.6655280000000002,0.5952839999999998,0.28082999999999997,0.5079929999999998,0.048464,0.49354800000000015,0.4880059999999999,0.5034599999999999,0.60327,0.5110790000000001,bn_975,2.0
0.17024999999999996,0.208193,0.7063869999999998,0.6590440000000001,0.26938599999999996,0.5070020000000001,0.020561000000000003,0.49271800000000004,0.488002,0.5046400000000002,0.6655139999999998,0.5666140000000002,bn_975,3.0
0.152985,0.170746,0.7217690000000001,0.6911680000000001,0.263687,0.506999,0.011015999999999998,0.49300299999999997,0.48800099999999996,0.505262,0.7004880000000001,0.6354470000000002,bn_975,4.0
0.143594,0.15252099999999996,0.728639,0.710051,0.260707,0.506997,0.003013,0.493,0.48799800000000004,0.506561,0.71795,0.6687429999999999,bn_975,5.0
0.14056300000000002,0.140727,0.7357040000000001,0.72412,0.259133,0.507001,0.0006299999999999999,0.49299999999999994,0.488002,0.507345,0.727538,0.690903,bn_975,6.0
0.140426,0.14010199999999998,0.737896,0.733907,0.25899999999999995,0.506999,0.0,0.493,0.48799999999999993,0.5079990000000001,0.7331019999999999,0.7143860000000001,bn_975,7.0
0.14,0.14,0.738385,0.736328,0.259,0.5069999999999999,0.0,0.493,0.488,0.508,0.735747,0.724094,bn_975,8.0
0.14,0.14,0.740926,0.739764,0.259,0.507001,0.0,0.49299999999999994,0.488,0.508001,0.737537,0.732364,bn_975,9.0
0.14,0.14,0.741,0.741,0.259,0.5069999999999999,0.0,0.493,0.488,0.508,0.741,0.7361829999999999,bn_975,10.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.508,0.741,0.738764,bn_975,11.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507982,0.741,0.74098,bn_975,12.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,13.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,14.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,15.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,16.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,17.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,18.0
0.14,0.14,0.741,0.741,0.259,0.507,0.0,0.493,0.488,0.507,0.741,0.741,bn_975,19.0
0.46631700000000004,0.48373400000000016,0.4189510000000001,0.47777200000000003,0.5148810000000005,0.43136800000000025,0.3252840000000005,0.4109280000000001,0.5039980000000003,0.4724270000000003,0.4940010000000001,0.5494350000000007,bn_265,0.0
0.39480200000000004,0.46414900000000003,0.32454299999999986,0.4086479999999997,0.5924050000000003,0.345323,0.11835800000000002,0.33769900000000014,0.504005,0.40877600000000003,0.4011049999999997,0.4920159999999997,bn_265,1.0
0.35586599999999985,0.41475500000000004,0.281929,0.34691199999999994,0.660946,0.3505709999999999,0.043476000000000015,0.32800699999999994,0.5039969999999999,0.37437099999999984,0.3295780000000001,0.41139199999999987,bn_265,2.0
0.33498300000000003,0.3704289999999999,0.267738,0.2983040000000001,0.7068570000000002,0.367357,0.010848999999999998,0.33381799999999995,0.504001,0.3617120000000001,0.286097,0.3458340000000001,bn_265,3.0
0.332762,0.341814,0.26230699999999996,0.2746099999999999,0.724036,0.378525,0.002185,0.34293700000000005,0.5039999999999999,0.37296700000000005,0.275419,0.302422,bn_265,4.0
0.33700299999999994,0.33949899999999994,0.259081,0.26611700000000005,0.7323640000000001,0.385975,0.001,0.346105,0.504001,0.381124,0.266857,0.27950800000000003,bn_265,5.0
0.343453,0.3429789999999999,0.258999,0.264521,0.7369220000000001,0.387026,0.000409,0.348626,0.503998,0.382365,0.262963,0.26843,bn_265,6.0
0.34806400000000004,0.34432,0.25900000000000006,0.26235200000000003,0.7409240000000001,0.38730900000000007,0.0,0.35143500000000005,0.504,0.38663100000000006,0.26049800000000006,0.2661080000000001,bn_265,7.0
0.350829,0.347026,0.259,0.26,0.7409990000000001,0.388,0.0,0.352999,0.5040000000000001,0.387,0.259,0.26206000000000007,bn_265,8.0
0.351515,0.350929,0.259,0.259899,0.7409999999999999,0.388,0.0,0.353,0.504,0.387458,0.259,0.260577,bn_265,9.0
0.352935,0.351358,0.259,0.259,0.740999,0.388,0.0,0.352999,0.504,0.388,0.259,0.259164,bn_265,10.0
0.353,0.3525,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,11.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,12.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,13.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,14.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,15.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,16.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,17.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,18.0
0.353,0.353,0.259,0.259,0.741,0.388,0.0,0.353,0.504,0.388,0.259,0.259,bn_265,19.0
