,attractor_time,simulation_time_1000models,simulation_time_2500models,simulation_time5000models,simulation_time10000models
0,0.1624290943145752,0.05212879180908203,0.09142661094665527,0.11789298057556152,0.18704628944396973
1,0.10322761535644531,0.05673384666442871,0.09118485450744629,0.1311037540435791,0.17564988136291504
2,0.09932589530944824,0.05347466468811035,0.09449625015258789,0.12668561935424805,0.1597142219543457
3,0.09166193008422852,0.0505366325378418,0.09317588806152344,0.1172170639038086,0.19691133499145508
4,0.09068608283996582,0.05817914009094238,0.07483267784118652,0.14475035667419434,0.20052766799926758
5,0.11031270027160645,0.05705761909484863,0.08204483985900879,0.11954545974731445,0.15577483177185059
6,0.10499286651611328,0.052645206451416016,0.09764766693115234,0.11834096908569336,0.16686010360717773
7,0.09228396415710449,0.056340694427490234,0.08269619941711426,0.13008451461791992,0.17779827117919922
8,0.12471747398376465,0.054219722747802734,0.055084228515625,0.11783242225646973,0.1716313362121582
9,0.09413647651672363,0.05908083915710449,0.0961751937866211,0.09948420524597168,0.1837921142578125
10,0.09696841239929199,0.05861401557922363,0.08021330833435059,0.13491225242614746,0.19556617736816406
11,0.10612058639526367,0.06021428108215332,0.08463072776794434,0.12933611869812012,0.17171692848205566
12,0.09414863586425781,0.057787179946899414,0.07777023315429688,0.13394451141357422,0.17553162574768066
13,0.11743950843811035,0.056070566177368164,0.08246326446533203,0.12392163276672363,0.16521859169006348
14,0.10005879402160645,0.05488872528076172,0.07015562057495117,0.12292027473449707,0.1694183349609375
15,0.10983085632324219,0.05448007583618164,0.09650135040283203,0.12708759307861328,0.17801141738891602
16,0.09633255004882812,0.06177234649658203,0.09424567222595215,0.1330420970916748,0.178056001663208
17,0.09218525886535645,0.035269975662231445,0.08709144592285156,0.13489818572998047,0.181563138961792
18,0.09676170349121094,0.05437111854553223,0.07727336883544922,0.12101411819458008,0.17826533317565918
19,0.09453105926513672,0.05632162094116211,0.09568309783935547,0.12629318237304688,0.15758371353149414
20,0.09408712387084961,0.05380821228027344,0.09555697441101074,0.12511777877807617,0.19681620597839355
21,0.10853934288024902,0.05530738830566406,0.07702279090881348,0.1401822566986084,0.17121648788452148
22,0.0985565185546875,0.055597782135009766,0.08212113380432129,0.12229657173156738,0.18239521980285645
23,0.09121417999267578,0.05486631393432617,0.10178709030151367,0.1414797306060791,0.1674644947052002
24,0.09122848510742188,0.03416156768798828,0.07579159736633301,0.1330275535583496,0.19089508056640625
