,Invasion_simulation_50.csv,Invasion_simulation_100.csv,Invasion_simulation_250.csv,Invasion_simulation_500.csv,Invasion_simulation_750.csv,Invasion_simulation_1000.csv
75,0.055142166326426,0.06256433247645544,0.08557186456071016,0.08179779128838431,0.09225537667855925,0.08442352294524866
76,0.053432822753865815,0.06277630749932152,0.08498836511301318,0.07965717853152346,0.08470326631671873,0.08445472422897975
77,0.051364378865142946,0.06278876100726835,0.08036345793769278,0.0796803867344789,0.07975655474174827,0.08446245609840553
78,0.05150279967871182,0.05858775854581208,0.07617643970708428,0.07975775136785675,0.07792031407633915,0.08443262685361286
79,0.05061356834570453,0.05867657484500531,0.07628825970246825,0.07981191023355476,0.0779280477681378,0.0844519566516837
80,0.0466658712971934,0.058684276897422845,0.07629211579161774,0.07981577883811877,0.07793578152082546,0.08446355471250663
81,0.04605103544402447,0.05865036163530022,0.07629982801536753,0.0798389907851558,0.07794351533440284,0.08453314594378188
82,0.044775686107995046,0.05868887282698576,0.07637309716359918,0.07989315412601608,0.07802859130268186,0.08345976145113244
83,0.043530066972592145,0.058677567475955615,0.07639623592573586,0.07991249889941313,0.07806726463323094,0.08041634862250353
84,0.043652932323818956,0.058700674925839066,0.07393251227199242,0.07884367726720345,0.0780904693623781,0.0787633355898881
85,0.04277360734061623,0.05775909174144739,0.07394023366979537,0.0788439197545636,0.07813735706881408,0.07884058390411908
86,0.04280815820019681,0.05782844809246018,0.0726634732848408,0.07536254081252758,0.076562303389475,0.07884444647922953
87,0.042865745716094514,0.05782856725093729,0.07267160462428911,0.07537800485998399,0.07667443039355497,0.07884830906952149
88,0.042327079591756044,0.05782507138187706,0.06915228903106099,0.0720482301488536,0.07682114416466675,0.0788910409157924
89,0.042388537272104176,0.05783277810313435,0.06673996744595295,0.07217205271363399,0.07683274590750809,0.07892194370673616
90,0.04235422765334364,0.05431650913036036,0.06678625996594456,0.0722072309594241,0.07684330606200655,0.07896057356193406
91,0.04166543164650911,0.05280321170528215,0.06681326494921837,0.06915781134924986,0.07368103846863445,0.07706395464003742
92,0.04130229461760412,0.05285315324172849,0.06681712286492326,0.06916553261376203,0.07365975880633673,0.07456538512160268
93,0.04136131428032309,0.0516736179698121,0.06688270976341663,0.0691693932688801,0.07366362386958927,0.07456924785779605
94,0.04082501434177424,0.0517547510968454,0.0668604222867925,0.0691732539392396,0.07367135404181817,0.07466560328039037
95,0.03982863175408991,0.05175859899336403,0.06687971351203063,0.06888688423803252,0.06791144674511483,0.074727414843864
96,0.039843989248685735,0.05176629483223199,0.06688743010880877,0.0689061864399075,0.06791952294114335,0.07476196705396179
97,0.03984016214000557,0.051770142774581494,0.0660573887601758,0.0688911130876447,0.06792724225787562,0.07342500111102353
98,0.037155001588714404,0.051199111722789806,0.06604229376020257,0.067165558397097,0.06494630819245019,0.07343272549915349
99,0.03715883833314016,0.05129435033063302,0.06737491980913374,0.06718101231479326,0.06500030482338502,0.06895683033726252
